YEAR;MONTH;FLIGHT_NUMBER;ORIGIN;DESTINATION;DURATION;DELAY
2010;2;5010;TGD;AMS;114;19
2010;6;5017;BHX;JER;80;15
2013;4;5024;SXF;CDG;100;20
2010;6;5025;CDG;TXL;89;19
2013;12;5002;BVA;FMM;80;-10
2013;1;5016;IST;BHX;75;0
2011;1;5016;IST;BHX;98;23
2010;1;5015;SVQ;IST;60;0
2010;2;5011;AMS;BGO;199;19
2010;3;5002;BVA;FMM;86;-4
2012;4;5016;IST;BHX;78;3
2010;1;5016;IST;BHX;73;-2
2011;9;5010;TGD;AMS;128;33
2012;9;5015;SVQ;IST;50;-10
2012;4;5011;AMS;BGO;187;7
2011;2;5010;TGD;AMS;95;0
2013;2;5003;FMM;TBS;82;27
2012;6;5008;LPA;LUX;76;-4
2011;1;5011;AMS;BGO;208;28
2010;10;5014;ACE;SVQ;51;11
2011;8;5000;TIA;MPL;94;-6
2013;10;5005;CGN;MAD;114;4
2012;9;5017;BHX;JER;94;29
2011;4;5000;TIA;MPL;127;27
2013;1;5021;LTN;MAN;220;20
2011;12;5022;MAN;GLA;217;7
2012;11;5000;TIA;MPL;94;-6
2013;8;5025;CDG;TXL;104;34
2012;9;5006;MAD;BCN;113;28
2012;11;5015;SVQ;IST;62;2
2013;8;5000;TIA;MPL;117;17
2012;6;5006;MAD;BCN;88;3
2011;4;5020;LPL;LTN;151;-4
2010;4;5015;SVQ;IST;85;25
2013;10;5002;BVA;FMM;105;15
2012;4;5002;BVA;FMM;82;-8
2011;12;5019;LCY;LPL;144;14
2013;6;5025;CDG;TXL;93;23
2011;9;5010;TGD;AMS;104;9
2012;2;5001;MPL;BVA;141;21
2013;2;5004;TBS;CGN;233;-7
2011;7;5001;MPL;BVA;110;-10
2013;10;5017;BHX;JER;80;15
2013;4;5021;LTN;MAN;225;25
2013;6;5002;BVA;FMM;96;6
2011;5;5001;MPL;BVA;124;4
2010;7;5024;null;CDG;91;11
2012;11;5016;IST;BHX;92;17
2013;6;5002;BVA;FMM;107;17
2010;3;5023;GLA;SXF;159;-6
2012;6;5018;JER;LCY;128;-7
2013;2;5016;IST;BHX;83;8
2010;1;5004;TBS;CGN;234;-6
2013;12;5011;AMS;BGO;194;14
2011;7;5007;BCN;LPA;65;-5
2010;11;5008;LPA;LUX;100;20
2011;2;5006;MAD;BCN;78;-7
2013;12;5024;SXF;CDG;112;32
2011;9;5017;BHX;JER;84;19
2012;4;5014;ACE;SVQ;72;32
2011;8;5018;JER;LCY;142;7
2012;1;5013;OSL;ACE;192;22
2012;3;5021;LTN;MAN;210;10
2010;7;5013;OSL;ACE;163;-7
2013;5;5022;MAN;GLA;243;33
2012;12;5005;CGN;MAD;100;-10
2010;5;5014;ACE;SVQ;67;27
2011;3;5006;MAD;BCN;76;-9
2013;12;5019;LCY;LPL;138;8
2011;3;5001;MPL;BVA;138;18
2011;3;5008;LPA;LUX;70;-10
2012;2;5017;BHX;JER;97;32
2012;6;5001;MPL;BVA;146;26
2012;7;5003;FMM;TBS;61;6
2013;9;5024;SXF;CDG;97;17
2010;11;5002;BVA;FMM;101;11
2013;12;5018;JER;LCY;155;20
2010;10;5007;BCN;LPA;94;24
2011;9;5004;TBS;CGN;238;-2
2013;10;5003;FMM;TBS;83;28
2011;7;5000;TIA;MPL;106;6
2012;3;5015;SVQ;IST;67;7
2010;12;5008;LPA;LUX;107;27
2011;8;5017;BHX;JER;67;2
2011;7;5026;TXL;DUS;117;17
2013;6;5014;ACE;SVQ;58;18
2012;6;5023;GLA;SXF;163;-2
2011;12;5023;GLA;SXF;168;3
2012;12;5001;MPL;BVA;137;17
2013;7;5007;BCN;LPA;81;11
2010;10;5013;OSL;ACE;166;-4
2012;6;5022;MAN;GLA;203;-7
2013;11;5018;JER;LCY;148;13
2011;8;5010;TGD;AMS;117;22
2013;7;5013;OSL;ACE;166;-4
2011;4;5020;LPL;LTN;147;-8
2010;9;5020;LPL;LTN;188;33
2011;1;5018;JER;LCY;148;13
2010;5;5010;TGD;AMS;86;-9
2012;1;5012;BGO;OSL;177;27
2011;10;5006;MAD;BCN;102;17
2013;10;5025;CDG;TXL;98;28
2011;11;5010;TGD;AMS;92;-3
2010;11;5026;TXL;DUS;96;-4
2013;1;5007;BCN;LPA;88;18
2010;9;5004;TBS;CGN;237;-3
2011;5;5021;LTN;MAN;201;1
2013;5;5026;TXL;DUS;122;22
2012;2;5019;LCY;LPL;138;8
2013;10;5023;GLA;SXF;184;19
2012;12;5013;OSL;ACE;163;-7
2010;10;5026;TXL;DUS;110;10
2011;8;5022;MAN;GLA;227;17
2012;12;5025;CDG;TXL;104;34
2013;9;5026;TXL;DUS;99;-1
2013;11;5018;JER;LCY;158;23
2011;5;5015;SVQ;IST;66;6
2011;5;5003;FMM;TBS;81;26
2013;2;5001;MPL;BVA;134;14
2013;2;5023;GLA;SXF;165;0
2012;10;5009;LUX;TGD;111;11
2012;12;5026;TXL;DUS;115;15
2012;4;5007;BCN;LPA;76;6
2012;5;5010;TGD;AMS;113;18
2011;2;5024;SXF;CDG;94;14
2013;5;5024;null;CDG;75;-5
2011;6;5013;OSL;ACE;162;-8
2011;8;5000;TIA;MPL;90;-10
2011;9;5012;BGO;OSL;145;-5
2013;4;5011;AMS;BGO;201;21
2010;6;5001;MPL;BVA;123;3
2011;5;5010;TGD;AMS;130;35
2010;2;5026;TXL;DUS;110;10
2011;7;5010;TGD;AMS;99;4
2010;4;5014;ACE;SVQ;48;8
2010;9;5012;BGO;OSL;172;22
2011;11;5024;SXF;CDG;101;21
2011;5;5025;CDG;TXL;95;25
2010;3;5023;GLA;SXF;178;13
2012;2;5004;TBS;CGN;259;19
2013;4;5001;MPL;BVA;142;22
2011;11;5008;LPA;LUX;75;-5
2013;1;5010;TGD;AMS;94;-1
2012;1;5007;BCN;LPA;60;-10
2013;1;5017;BHX;JER;59;-6
2013;8;5009;LUX;TGD;117;17
2012;11;5016;IST;BHX;88;13
2013;3;5006;MAD;BCN;87;2
2012;7;5023;GLA;SXF;162;-3
2012;4;5016;IST;BHX;90;15
2010;1;5003;FMM;TBS;77;22
2013;9;5009;LUX;TGD;129;29
2010;9;5009;LUX;TGD;117;17
2012;12;5009;LUX;TGD;102;2
2011;6;5004;TBS;CGN;275;35
2011;5;5020;LPL;LTN;173;18
2012;10;5000;TIA;MPL;125;25
2010;5;5010;TGD;AMS;98;3
2011;1;5020;LPL;LTN;147;-8
2010;4;5022;MAN;GLA;231;21
2010;6;5015;SVQ;IST;76;16
2012;9;5016;IST;BHX;80;5
2011;3;5024;SXF;CDG;107;27
2010;1;5026;TXL;DUS;126;26
2010;1;5016;IST;BHX;68;-7
2012;10;5016;IST;BHX;98;23
2010;5;5016;IST;BHX;80;5
2013;12;5006;MAD;BCN;96;11
2011;4;5014;ACE;SVQ;46;6
2010;9;5025;CDG;TXL;94;24
2010;7;5023;GLA;SXF;162;-3
2011;2;5020;LPL;LTN;190;35
2011;9;5017;BHX;JER;55;-10
2013;5;5007;BCN;LPA;95;25
2012;12;5022;MAN;GLA;203;-7
2013;3;5014;ACE;SVQ;33;-7
2011;2;5002;BVA;FMM;108;18
2013;7;5008;LPA;LUX;73;-7
2011;1;5025;CDG;TXL;88;18
2012;10;5018;JER;LCY;136;1
2011;10;5017;BHX;JER;70;5
2010;5;5015;SVQ;IST;59;-1
2012;7;5020;LPL;LTN;169;14
2011;7;5013;OSL;ACE;185;15
2013;9;5007;BCN;LPA;96;26
2013;10;5006;MAD;BCN;108;23
2013;7;5005;CGN;MAD;125;15
2013;9;5021;LTN;MAN;201;1
2011;6;5018;JER;LCY;170;35
2010;9;5015;SVQ;IST;95;35
2013;12;5012;null;OSL;154;4
2012;6;5019;LCY;LPL;136;6
2011;12;5018;JER;LCY;160;25
2013;8;5001;MPL;BVA;140;20
2011;5;5023;GLA;SXF;157;-8
2013;11;5023;GLA;SXF;184;19
2011;9;5017;BHX;JER;79;14
2012;12;5000;TIA;MPL;115;15
2010;1;5009;LUX;TGD;104;4
2012;8;5004;TBS;CGN;265;25
2013;9;5009;LUX;TGD;103;3
2013;11;5013;OSL;ACE;183;13
2012;11;5008;LPA;LUX;75;-5
2013;8;5025;CDG;TXL;101;31
2010;9;5011;AMS;BGO;178;-2
2011;10;5001;MPL;BVA;131;11
2012;6;5022;MAN;GLA;228;18
2010;3;5017;BHX;JER;73;8
2012;10;5021;LTN;MAN;219;19
2011;4;5004;TBS;CGN;246;6
2012;6;5004;TBS;CGN;263;23
2011;1;5002;BVA;FMM;120;30
2011;10;5005;CGN;MAD;123;13
2010;9;5009;LUX;TGD;96;-4
2012;10;5021;LTN;MAN;213;13
2011;7;5001;MPL;BVA;139;19
2010;7;5014;ACE;SVQ;38;-2
2013;6;5006;MAD;BCN;92;7
2011;9;5008;LPA;LUX;106;26
2010;6;5012;BGO;OSL;142;-8
2012;12;5021;LTN;MAN;197;-3
2013;11;5023;GLA;SXF;163;-2
2013;11;5003;FMM;TBS;83;28
2012;9;5002;BVA;FMM;83;-7
2011;10;5018;JER;LCY;140;5
2013;9;5023;GLA;SXF;162;-3
2010;7;5002;BVA;FMM;121;31
2010;3;5020;LPL;LTN;161;6
2011;8;5016;IST;BHX;106;31
2013;9;5023;GLA;SXF;195;30
2010;9;5020;LPL;LTN;167;12
2010;4;5003;FMM;TBS;89;34
2012;11;5026;TXL;DUS;130;30
2013;5;5013;OSL;ACE;169;-1
2012;11;5003;FMM;TBS;51;-4
2010;2;5008;LPA;LUX;81;1
2013;8;5016;IST;BHX;107;32
2013;12;5011;AMS;BGO;189;9
2012;6;5013;OSL;ACE;166;-4
2010;6;5003;FMM;TBS;82;27
2010;5;5003;FMM;TBS;50;-5
2010;3;5003;FMM;TBS;65;10
2011;6;5003;FMM;TBS;83;28
2010;6;5001;MPL;BVA;151;31
2011;10;5025;CDG;TXL;78;8
2010;3;5015;SVQ;null;93;33
2010;9;5005;CGN;MAD;122;12
2011;8;5011;AMS;BGO;181;1
2013;10;5022;MAN;GLA;243;33
2013;11;5018;JER;LCY;145;10
2011;8;5007;BCN;LPA;95;25
2012;1;5008;LPA;LUX;73;-7
2012;9;5002;BVA;FMM;87;-3
2013;11;5012;BGO;OSL;180;30
2013;7;5008;LPA;LUX;107;27
2013;2;5000;TIA;MPL;123;23
2012;7;5018;JER;LCY;126;-9
2011;12;5008;LPA;LUX;83;3
2010;2;5022;MAN;GLA;226;16
2012;1;5025;CDG;TXL;96;26
2012;11;5010;TGD;AMS;109;14
2010;2;5024;SXF;CDG;101;21
2011;6;5005;CGN;MAD;130;20
2012;5;5007;BCN;LPA;69;-1
2013;4;5019;LCY;LPL;123;-7
2013;11;5020;LPL;LTN;178;23
2010;11;5025;CDG;TXL;77;7
2013;2;5024;SXF;CDG;97;17
2010;11;5015;SVQ;IST;54;-6
2012;8;5015;SVQ;IST;64;4
2013;7;5011;AMS;BGO;191;11
2012;6;5006;MAD;BCN;94;9
2012;6;5008;LPA;LUX;79;-1
2012;10;5019;LCY;LPL;142;12
2010;8;5012;BGO;OSL;170;20
2011;7;5005;CGN;MAD;138;28
2010;7;5006;MAD;BCN;101;16
2012;12;5024;SXF;CDG;83;3
2010;10;5010;TGD;AMS;118;23
2012;3;5022;MAN;GLA;237;27
2013;11;5020;LPL;LTN;150;-5
2013;10;5007;BCN;LPA;61;-9
2013;2;5023;GLA;SXF;164;-1
2012;6;5001;MPL;BVA;119;-1
2012;8;5023;GLA;SXF;189;24
2013;5;5005;CGN;MAD;145;35
2011;4;5026;TXL;DUS;135;35
2010;2;5020;LPL;LTN;150;-5
2012;7;5010;TGD;AMS;103;8
2013;9;5005;CGN;MAD;107;-3
2012;12;5007;BCN;LPA;64;-6
2010;1;5008;LPA;LUX;78;-2
2013;11;5015;SVQ;IST;67;7
2013;2;5008;LPA;LUX;115;35
2013;11;5023;GLA;SXF;195;30
2011;8;5010;TGD;AMS;111;16
2011;9;5024;null;CDG;98;18
2011;6;5011;AMS;BGO;210;30
2013;6;5026;TXL;DUS;120;20
2013;7;5025;CDG;TXL;67;-3
2011;9;5026;TXL;DUS;133;33
2011;11;5004;TBS;CGN;270;30
2012;3;5013;OSL;ACE;202;32
2010;3;5011;AMS;BGO;182;2
2012;4;5025;CDG;TXL;91;21
2010;12;5016;IST;BHX;66;-9
2011;12;5002;BVA;FMM;81;-9
2011;1;5005;CGN;MAD;116;6
2010;6;5001;MPL;BVA;112;-8
2010;5;5024;SXF;CDG;97;17
2011;3;5007;BCN;LPA;93;23
2012;11;5018;JER;LCY;154;19
2010;3;5016;IST;BHX;82;7
2012;2;5002;BVA;FMM;98;8
2013;1;5006;MAD;BCN;120;35
2011;7;5002;BVA;FMM;84;-6
2012;4;5015;SVQ;IST;61;1
2010;9;5006;MAD;BCN;81;-4
2013;10;5004;TBS;CGN;253;13
2011;7;5009;LUX;TGD;134;34
2012;2;5000;TIA;MPL;121;21
2013;10;5026;TXL;DUS;96;-4
2011;8;5005;CGN;MAD;139;29
2010;4;5006;MAD;BCN;117;32
2013;12;5017;BHX;JER;94;29
2013;6;5022;MAN;GLA;240;30
2013;8;5018;JER;LCY;159;24
2010;9;5024;SXF;CDG;88;8
2011;4;5011;AMS;BGO;186;6
2013;6;5023;GLA;SXF;199;34
2010;8;5000;TIA;MPL;90;-10
2011;10;5014;ACE;SVQ;30;-10
2011;4;5022;MAN;GLA;203;-7
2010;4;5000;TIA;MPL;103;3
2011;7;5011;AMS;BGO;208;28
2012;2;5005;CGN;MAD;106;-4
2010;2;5005;CGN;MAD;119;9
2012;7;5000;TIA;MPL;112;12
2011;2;5012;BGO;OSL;184;34
2013;12;5014;ACE;SVQ;57;17
2011;10;5005;CGN;MAD;126;16
2013;12;5002;BVA;FMM;121;31
2012;10;5021;LTN;MAN;205;5
2013;11;5020;LPL;LTN;187;32
2013;6;5001;MPL;BVA;154;34
2013;3;5006;MAD;BCN;112;27
2012;5;5023;GLA;SXF;166;1
2010;11;5020;LPL;LTN;166;11
2010;5;5014;ACE;SVQ;66;26
2012;6;5015;SVQ;IST;83;23
2010;7;5015;SVQ;null;90;30
2011;11;5001;MPL;BVA;118;-2
2011;6;5003;FMM;TBS;47;-8
2011;2;5020;LPL;LTN;163;8
2010;10;5026;TXL;DUS;133;33
2013;2;5001;MPL;BVA;113;-7
2010;3;5024;SXF;CDG;80;0
2013;3;5026;TXL;DUS;132;32
2011;4;5000;TIA;MPL;119;19
2010;7;5023;GLA;SXF;167;2
2010;1;5010;TGD;AMS;118;23
2011;5;5000;TIA;MPL;134;34
2013;12;5019;LCY;LPL;147;17
2013;5;5011;AMS;BGO;198;18
2010;7;5018;JER;LCY;132;-3
2013;3;5026;TXL;DUS;116;16
2011;1;5010;TGD;AMS;124;29
2013;3;5019;LCY;LPL;142;12
2011;10;5004;TBS;CGN;272;32
2011;2;5009;LUX;TGD;108;8
2013;1;5026;TXL;DUS;115;15
2010;2;5006;MAD;BCN;76;-9
2010;7;5014;ACE;SVQ;58;18
2012;11;5020;LPL;LTN;169;14
2012;12;5022;MAN;GLA;200;-10
2012;1;5025;CDG;TXL;69;-1
2011;5;5005;CGN;MAD;126;16
2010;2;5016;IST;BHX;68;-7
2012;4;5014;ACE;SVQ;57;17
2010;3;5008;LPA;LUX;72;-8
2010;11;5025;CDG;TXL;70;0
2011;4;5007;BCN;LPA;93;23
2010;1;5022;MAN;GLA;214;4
2011;5;5011;AMS;BGO;199;19
2013;1;5009;LUX;TGD;100;0
2011;10;5000;TIA;MPL;92;-8
2013;9;5004;TBS;CGN;234;-6
2013;1;5023;GLA;SXF;168;3
2013;5;5015;SVQ;IST;83;23
2012;4;5018;JER;LCY;144;9
2011;2;5024;SXF;CDG;70;-10
2010;9;5024;SXF;CDG;113;33
2011;12;5007;BCN;LPA;76;6
2011;7;5016;IST;BHX;74;-1
2013;7;5000;TIA;MPL;132;32
2013;10;5009;LUX;TGD;134;34
2012;11;5010;TGD;AMS;107;12
2010;11;5009;LUX;TGD;114;14
2010;9;5008;LPA;LUX;104;24
2012;3;5012;BGO;OSL;155;5
2010;7;5021;LTN;MAN;211;11
2011;6;5015;SVQ;IST;50;-10
2013;3;5001;MPL;BVA;134;14
2013;5;5013;OSL;ACE;169;-1
2010;3;5019;LCY;LPL;162;32
2012;6;5013;OSL;ACE;184;14
2013;9;5000;TIA;MPL;97;-3
2010;6;5008;LPA;LUX;94;14
2010;12;5011;AMS;BGO;191;11
2013;1;5007;BCN;LPA;68;-2
2011;4;5019;LCY;LPL;126;-4
2011;9;5005;CGN;MAD;119;9
2012;9;5010;TGD;AMS;121;26
2012;9;5012;BGO;OSL;168;18
2012;3;5005;CGN;MAD;108;-2
2010;8;5004;TBS;CGN;233;-7
2010;7;5008;LPA;LUX;112;32
2010;10;5005;CGN;MAD;143;33
2010;10;5018;JER;LCY;131;-4
2013;8;5011;AMS;BGO;183;3
2010;10;5000;TIA;MPL;128;28
2010;8;5007;BCN;LPA;101;31
2013;5;5005;CGN;MAD;122;12
2013;3;5001;MPL;BVA;111;-9
2011;6;5024;SXF;CDG;107;27
2011;6;5025;CDG;TXL;80;10
2010;1;5006;MAD;BCN;76;-9
2010;3;5014;ACE;SVQ;72;32
2013;4;5013;OSL;ACE;203;33
2012;2;5020;LPL;LTN;150;-5
2010;1;5018;JER;LCY;134;-1
2013;2;5017;BHX;JER;93;28
2010;7;5012;BGO;OSL;159;9
2010;3;5025;CDG;TXL;78;8
2010;9;5013;OSL;ACE;199;29
2013;8;5002;BVA;FMM;105;15
2012;6;5001;MPL;BVA;139;19
2012;9;5025;CDG;TXL;69;-1
2012;4;5005;CGN;MAD;103;-7
2013;4;5006;MAD;BCN;78;-7
2011;3;5004;TBS;CGN;257;17
2010;1;5009;LUX;TGD;116;16
2011;1;5007;BCN;LPA;103;33
2011;5;5020;LPL;LTN;175;20
2010;5;5015;SVQ;IST;62;2
2012;8;5018;JER;LCY;132;-3
2010;10;5026;TXL;DUS;108;8
2010;6;5009;LUX;TGD;93;-7
2013;10;5006;MAD;BCN;80;-5
2011;12;5023;GLA;SXF;180;15
2010;6;5020;LPL;LTN;146;-9
2010;3;5008;LPA;LUX;73;-7
2011;6;5016;IST;BHX;109;34
2011;3;5011;AMS;BGO;182;2
2011;9;5008;LPA;LUX;71;-9
2012;10;5014;ACE;SVQ;59;19
2010;9;5000;TIA;MPL;97;-3
2012;11;5016;IST;BHX;86;11
2011;9;5015;SVQ;IST;50;-10
2010;6;5017;BHX;JER;96;31
2010;3;5010;TGD;AMS;105;10
2010;8;5012;BGO;OSL;169;19
2010;12;5015;SVQ;IST;60;0
2011;5;5018;JER;LCY;129;-6
2011;2;5007;BCN;LPA;61;-9
2012;5;5024;SXF;CDG;83;3
2010;8;5019;LCY;LPL;157;27
2010;2;5026;TXL;DUS;117;17
2013;10;5006;MAD;BCN;92;7
2011;9;5010;TGD;AMS;115;20
2013;11;5006;MAD;BCN;102;17
2013;3;5024;SXF;CDG;96;16
2012;8;5011;AMS;BGO;184;4
2011;6;5005;CGN;MAD;122;12
2012;3;5000;TIA;MPL;110;10
2011;11;5022;MAN;GLA;229;19
2013;2;5005;CGN;MAD;140;30
2010;9;5015;SVQ;IST;50;-10
2011;12;5011;AMS;BGO;176;-4
2010;2;5003;FMM;TBS;50;-5
2011;2;5020;LPL;LTN;153;-2
2010;12;5002;BVA;FMM;123;33
2013;3;5012;BGO;OSL;150;0
2010;1;5004;TBS;CGN;242;2
2013;10;5010;TGD;AMS;87;-8
2010;6;5006;MAD;BCN;91;6
2010;1;5023;GLA;SXF;164;-1
2011;6;5026;TXL;DUS;134;34
2011;9;5026;TXL;DUS;115;15
2013;8;5025;CDG;TXL;75;5
2011;6;5011;AMS;BGO;192;12
2010;11;5007;BCN;LPA;62;-8
2012;8;5015;SVQ;IST;58;-2
2012;11;5017;BHX;JER;74;9
2012;3;5007;BCN;LPA;63;-7
2013;9;5001;MPL;BVA;111;-9
2011;12;5008;LPA;LUX;106;26
2010;2;5003;FMM;TBS;82;27
2011;12;5002;BVA;FMM;91;1
2013;5;5006;MAD;BCN;99;14
2010;1;5024;SXF;CDG;82;2
2012;11;5013;OSL;ACE;185;15
2013;3;5024;null;CDG;113;33
2010;7;5026;TXL;DUS;100;0
2012;3;5014;ACE;SVQ;53;13
2013;11;5003;FMM;TBS;45;-10
2013;7;5010;TGD;AMS;94;-1
2011;3;5007;BCN;LPA;89;19
2010;1;5015;SVQ;IST;70;10
2012;5;5019;LCY;LPL;140;10
2010;7;5013;OSL;ACE;204;34
2012;3;5022;MAN;GLA;213;3
2013;3;5021;LTN;MAN;209;9
2011;2;5009;LUX;TGD;96;-4
2012;9;5021;LTN;MAN;212;12
2011;8;5021;LTN;MAN;207;7
2010;10;5011;AMS;BGO;184;4
2012;8;5024;SXF;CDG;98;18
2013;4;5009;LUX;TGD;104;4
2010;3;5013;OSL;ACE;188;18
2013;5;5012;BGO;OSL;185;35
2013;5;5003;FMM;TBS;85;30
2010;9;5002;BVA;FMM;118;28
2012;4;5011;AMS;BGO;205;25
2012;1;5006;MAD;BCN;91;6
2012;5;5006;MAD;BCN;103;18
2011;9;5010;TGD;AMS;126;31
2013;12;5003;FMM;TBS;53;-2
2013;7;5014;ACE;SVQ;55;15
2010;5;5020;LPL;LTN;163;8
2010;7;5025;CDG;TXL;76;6
2012;12;5018;JER;LCY;166;31
2011;3;5000;TIA;MPL;128;28
2013;6;5010;TGD;AMS;98;3
2010;8;5002;BVA;FMM;80;-10
2010;5;5014;ACE;SVQ;70;30
2011;11;5019;LCY;LPL;129;-1
2010;10;5022;MAN;GLA;210;0
2013;1;5015;SVQ;IST;79;19
2012;4;5019;LCY;LPL;144;14
2011;10;5005;CGN;MAD;135;25
2010;6;5021;LTN;MAN;221;21
2012;7;5004;TBS;CGN;243;3
2012;1;5005;CGN;MAD;140;30
2013;10;5008;LPA;LUX;112;32
2010;2;5015;SVQ;IST;95;35
2013;1;5020;LPL;LTN;145;-10
2013;3;5010;TGD;AMS;102;7
2011;11;5002;BVA;FMM;85;-5
2012;1;5011;AMS;BGO;209;29
2012;8;5025;CDG;TXL;91;21
2010;5;5002;BVA;FMM;101;11
2010;4;5006;MAD;BCN;111;26
2012;9;5002;BVA;FMM;87;-3
2013;1;5024;SXF;CDG;86;6
2011;8;5025;CDG;TXL;66;-4
2013;5;5024;SXF;CDG;72;-8
2012;2;5004;TBS;CGN;273;33
2010;7;5018;JER;LCY;140;5
2011;11;5020;LPL;LTN;179;24
2010;12;5002;BVA;FMM;111;21
2010;9;5017;BHX;JER;99;34
2012;3;5000;TIA;MPL;90;-10
2013;2;5016;IST;BHX;100;25
2011;7;5026;TXL;DUS;125;25
2011;1;5000;TIA;MPL;126;26
2011;8;5023;GLA;SXF;195;30
2012;2;5016;IST;BHX;83;8
2010;6;5016;IST;BHX;85;10
2010;11;5002;BVA;FMM;81;-9
2012;4;5017;BHX;JER;97;32
2012;10;5014;ACE;SVQ;64;24
2011;6;5009;LUX;TGD;96;-4
2010;4;5019;LCY;LPL;128;-2
2012;11;5024;SXF;CDG;87;7
2013;2;5025;CDG;TXL;98;28
2011;7;5022;MAN;GLA;227;17
2012;6;5008;LPA;LUX;92;12
2012;9;5015;SVQ;IST;73;13
2010;7;5009;LUX;TGD;111;11
2013;9;5015;SVQ;IST;73;13
2011;7;5005;CGN;MAD;113;3
2011;11;5015;SVQ;IST;65;5
2010;7;5006;MAD;BCN;109;24
2011;12;5020;LPL;LTN;154;-1
2013;1;5026;TXL;DUS;92;-8
2011;1;5019;LCY;LPL;147;17
2012;11;5000;TIA;MPL;97;-3
2011;4;5025;CDG;TXL;99;29
2013;12;5012;BGO;OSL;154;4
2012;4;5013;OSL;ACE;178;8
2013;11;5017;BHX;JER;68;3
2013;10;5015;SVQ;IST;87;27
2010;12;5022;MAN;GLA;221;11
2012;1;5015;SVQ;IST;54;-6
2011;1;5017;BHX;JER;89;24
2011;9;5001;MPL;BVA;139;19
2010;4;5024;SXF;CDG;83;3
2013;11;5018;JER;LCY;125;-10
2013;8;5023;GLA;SXF;189;24
2011;4;5009;LUX;TGD;95;-5
2013;2;5006;MAD;BCN;100;15
2011;10;5016;IST;BHX;108;33
2010;2;5005;CGN;MAD;131;21
2013;8;5003;FMM;TBS;89;34
2011;7;5018;JER;LCY;166;31
2012;4;5018;JER;LCY;137;2
2012;12;5026;TXL;DUS;96;-4
2011;2;5019;LCY;LPL;128;-2
2010;12;5026;TXL;DUS;90;-10
2012;5;5020;LPL;LTN;150;-5
2013;10;5011;AMS;BGO;199;19
2010;8;5008;LPA;LUX;83;3
2010;11;5007;BCN;LPA;105;35
2011;3;5013;OSL;ACE;162;-8
2010;8;5001;MPL;BVA;115;-5
2012;11;5001;MPL;BVA;110;-10
2010;11;5026;TXL;DUS;104;4
2010;7;5011;AMS;BGO;199;19
2010;7;5002;BVA;FMM;112;22
2011;6;5009;LUX;TGD;102;2
2010;8;5004;TBS;CGN;262;22
2011;11;5024;SXF;CDG;93;13
2010;6;5017;BHX;JER;85;20
2011;5;5000;TIA;MPL;97;-3
2013;11;5016;IST;BHX;102;27
2013;6;5017;BHX;JER;76;11
2013;8;5020;LPL;LTN;151;-4
2011;10;5013;OSL;ACE;183;13
2010;5;5000;TIA;MPL;131;31
2012;11;5004;TBS;CGN;257;17
2011;1;5015;SVQ;IST;51;-9
2013;4;5003;FMM;TBS;49;-6
2010;6;5012;BGO;OSL;152;2
2011;7;5000;TIA;MPL;96;-4
2013;4;5016;IST;BHX;72;-3
2011;2;5009;LUX;TGD;99;-1
2010;7;5004;TBS;CGN;268;28
2012;5;5012;BGO;OSL;181;31
2012;3;5026;TXL;DUS;118;18
2011;4;5000;TIA;MPL;128;28
2012;1;5023;GLA;SXF;188;23
2010;7;5003;FMM;TBS;51;-4
2011;1;5020;LPL;LTN;154;-1
2012;9;5009;LUX;TGD;126;26
2012;9;5023;GLA;SXF;169;4
2011;11;5005;CGN;MAD;139;29
2012;7;5013;OSL;ACE;162;-8
2011;11;5013;OSL;ACE;171;1
2010;8;5011;AMS;BGO;172;-8
2010;12;5003;FMM;TBS;53;-2
2010;2;5024;SXF;CDG;78;-2
2010;3;5002;BVA;FMM;86;-4
2011;6;5019;LCY;LPL;129;-1
2011;10;5011;AMS;BGO;176;-4
2012;12;5005;CGN;MAD;117;7
2010;8;5015;SVQ;IST;82;22
2012;11;5018;JER;LCY;159;24
2010;9;5016;IST;BHX;110;35
2012;4;5025;CDG;TXL;72;2
2012;5;5014;ACE;SVQ;39;-1
2012;12;5002;BVA;FMM;92;2
2010;7;5015;SVQ;IST;78;18
2012;5;5025;CDG;TXL;103;33
2010;10;5019;LCY;LPL;148;18
2011;2;5013;OSL;ACE;193;23
2012;10;5020;LPL;LTN;179;24
2011;3;5023;GLA;SXF;159;-6
2010;3;5017;BHX;JER;99;34
2012;10;5003;FMM;TBS;47;-8
2011;12;5020;LPL;LTN;153;-2
2012;6;5005;CGN;MAD;117;7
2012;12;5024;null;CDG;92;12
2012;10;5002;BVA;FMM;112;22
2013;11;5001;MPL;BVA;146;26
2010;1;5007;BCN;LPA;90;20
2011;9;5000;TIA;MPL;122;22
2011;11;5020;LPL;LTN;166;11
2011;9;5003;FMM;TBS;71;16
2012;1;5024;null;CDG;115;35
2012;11;5026;TXL;DUS;112;12
2011;1;5021;LTN;MAN;226;26
2010;4;5001;MPL;null;143;23
2012;9;5004;TBS;CGN;272;32
2011;1;5010;TGD;AMS;114;19
2012;8;5001;MPL;BVA;147;27
2013;1;5003;FMM;TBS;70;15
2013;11;5010;TGD;AMS;95;0
2012;11;5024;null;CDG;111;31
2010;4;5014;ACE;SVQ;74;34
2012;4;5020;LPL;LTN;190;35
2013;4;5025;CDG;TXL;70;0
